Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Female,CBSE,44.1,State,35.0,Information Technology,3.36,No,No,Yes,Yes,5,Yes,23,20,1,0,Not Placed
Male,State,35.0,CBSE,37.7,Mechanical,3.55,No,Yes,No,No,3,Yes,17,16,0,3,Not Placed
Female,Other,35.0,State,39.6,Computer Science,3.0,Yes,Yes,No,Yes,3,Yes,0,4,2,0,Placed
Female,Other,72.4,ICSE,63.8,Information Technology,6.19,Yes,No,No,Yes,5,Yes,55,54,0,3,Placed
Female,CBSE,67.7,ICSE,67.3,Other,7.93,No,Yes,No,Yes,1,Yes,52,72,2,1,Placed
Male,ICSE,58.1,CBSE,53.0,Electronics,8.28,Yes,Yes,No,Yes,4,Yes,39,66,5,3,Placed
Male,CBSE,35.0,ICSE,35.0,Computer Science,3.0,No,Yes,Yes,No,3,No,7,1,0,1,Not Placed
Male,Other,46.8,CBSE,53.5,Computer Science,6.93,Yes,Yes,No,Yes,4,No,42,38,0,0,Placed
Female,CBSE,39.8,CBSE,56.9,Civil,3.8,Yes,Yes,No,Yes,3,Yes,46,28,0,1,Not Placed
Female,CBSE,50.5,State,39.0,Mechanical,7.24,Yes,Yes,No,Yes,3,Yes,50,51,1,0,Placed
Male,CBSE,37.2,CBSE,54.1,Information Technology,5.39,Yes,No,No,Yes,4,No,39,54,3,1,Placed
Male,CBSE,59.9,CBSE,66.7,Other,8.89,Yes,Yes,Yes,Yes,2,Yes,57,63,3,1,Placed
Male,State,67.1,CBSE,46.1,Computer Science,6.81,No,Yes,No,Yes,4,Yes,14,47,3,1,Placed
Female,Other,35.0,State,36.1,Information Technology,3.0,Yes,Yes,No,Yes,5,Yes,8,11,2,1,Placed
Female,State,35.0,CBSE,39.6,Electrical,4.57,No,Yes,Yes,Yes,5,Yes,25,24,2,0,Not Placed
Female,State,67.2,State,39.4,Information Technology,5.8,Yes,No,No,No,5,No,43,46,0,0,Placed
Male,ICSE,61.5,State,50.5,Computer Science,5.96,Yes,Yes,No,Yes,3,Yes,37,54,0,2,Placed
Female,CBSE,35.0,State,35.0,Electronics,3.0,Yes,No,Yes,Yes,4,Yes,24,12,1,2,Not Placed
Male,CBSE,35.0,ICSE,35.0,Electrical,3.0,Yes,No,No,Yes,3,Yes,3,21,0,0,Not Placed
Female,CBSE,56.3,State,59.9,Computer Science,7.76,Yes,Yes,No,Yes,3,Yes,55,45,3,0,Placed
Male,CBSE,35.0,CBSE,39.6,Other,3.0,Yes,Yes,Yes,Yes,3,No,22,36,0,1,Not Placed
Male,CBSE,35.0,CBSE,35.0,Electrical,3.0,No,Yes,No,Yes,3,Yes,28,17,0,4,Not Placed
Female,CBSE,36.4,State,35.0,Computer Science,5.03,Yes,Yes,No,Yes,1,Yes,31,40,0,1,Placed
Female,CBSE,54.3,State,47.1,Civil,4.97,Yes,Yes,Yes,No,3,Yes,51,28,4,2,Placed
Male,CBSE,39.0,CBSE,44.9,Information Technology,4.55,Yes,No,Yes,No,3,Yes,30,44,3,3,Placed
Female,Other,45.8,CBSE,35.0,Information Technology,4.22,Yes,Yes,No,Yes,2,Yes,30,37,4,2,Placed
Male,CBSE,56.8,ICSE,52.1,Electrical,6.38,Yes,Yes,No,Yes,2,Yes,35,59,4,1,Placed
Male,State,46.8,State,36.5,Other,5.47,Yes,No,No,Yes,3,No,35,30,2,2,Not Placed
Male,State,53.7,State,63.1,Computer Science,7.15,No,Yes,Yes,Yes,5,No,41,47,0,1,Placed
Male,State,43.5,ICSE,48.9,Information Technology,5.03,No,No,Yes,Yes,3,Yes,37,25,1,4,Not Placed
Male,CBSE,49.8,ICSE,59.0,Information Technology,6.82,No,Yes,No,No,3,Yes,58,67,1,1,Placed
Male,CBSE,56.2,State,59.0,Information Technology,6.84,Yes,Yes,No,No,1,Yes,62,66,2,3,Placed
Male,CBSE,58.5,State,64.2,Information Technology,7.1,Yes,No,No,Yes,3,Yes,66,80,3,2,Placed
Female,CBSE,73.9,Other,82.8,Computer Science,7.64,Yes,No,Yes,Yes,4,Yes,89,66,1,0,Placed
Male,CBSE,53.6,State,63.3,Mechanical,7.64,No,Yes,No,Yes,2,Yes,69,66,0,0,Placed
Female,State,45.4,CBSE,56.5,Information Technology,5.79,Yes,Yes,No,Yes,5,No,42,60,0,1,Placed
Male,State,57.8,CBSE,35.0,Computer Science,3.92,Yes,Yes,No,Yes,5,No,31,41,0,1,Placed
Female,State,50.5,State,43.4,Electrical,4.92,Yes,Yes,No,Yes,5,Yes,39,35,0,0,Placed
Male,State,35.1,Other,35.0,Electrical,3.0,Yes,Yes,No,Yes,3,Yes,53,24,0,3,Placed
Male,CBSE,77.8,CBSE,44.4,Information Technology,7.07,No,Yes,No,Yes,4,Yes,29,42,0,0,Placed
Male,ICSE,50.7,CBSE,62.6,Computer Science,6.95,Yes,Yes,No,Yes,3,No,61,85,2,3,Placed
Male,CBSE,52.1,ICSE,47.9,Mechanical,5.34,Yes,No,Yes,No,4,Yes,47,26,1,1,Not Placed
Male,State,53.2,Other,37.9,Computer Science,5.53,No,No,No,No,5,Yes,52,25,1,2,Placed
Female,ICSE,51.0,CBSE,44.0,Computer Science,3.69,Yes,No,Yes,Yes,2,Yes,30,33,2,1,Not Placed
Female,CBSE,59.8,CBSE,71.5,Civil,7.36,No,Yes,Yes,Yes,2,Yes,29,50,2,3,Placed
Female,CBSE,35.0,State,35.0,Computer Science,4.97,No,No,No,No,2,Yes,52,32,2,1,Not Placed
Female,State,43.0,CBSE,35.0,Computer Science,6.03,Yes,Yes,No,Yes,4,Yes,25,25,0,1,Placed
Male,CBSE,46.5,ICSE,42.9,Computer Science,4.27,Yes,Yes,Yes,Yes,4,Yes,20,30,0,2,Not Placed
Male,CBSE,41.9,CBSE,44.4,Computer Science,6.65,Yes,Yes,No,Yes,3,No,58,42,0,1,Placed
Male,CBSE,72.7,CBSE,39.1,Computer Science,6.61,Yes,Yes,Yes,Yes,4,Yes,60,61,1,2,Placed
Male,CBSE,50.6,CBSE,54.6,Other,5.95,Yes,Yes,No,No,4,No,41,40,0,1,Not Placed
Male,State,66.3,CBSE,77.3,Computer Science,6.65,Yes,No,No,Yes,5,Yes,46,52,2,2,Placed
Male,ICSE,36.1,CBSE,35.0,Computer Science,7.84,No,Yes,No,Yes,2,No,40,48,1,4,Placed
Male,CBSE,81.6,CBSE,60.0,Computer Science,8.03,Yes,Yes,No,No,3,No,69,94,3,4,Placed
Male,Other,48.9,ICSE,35.0,Other,3.04,Yes,Yes,Yes,Yes,5,Yes,20,23,1,0,Not Placed
Female,Other,54.3,CBSE,40.9,Electronics,4.82,Yes,No,No,Yes,3,Yes,42,45,5,1,Placed
Female,Other,35.0,Other,50.9,Information Technology,3.0,Yes,Yes,No,Yes,3,No,7,27,2,1,Not Placed
Male,ICSE,40.0,CBSE,38.5,Electrical,6.52,No,Yes,No,Yes,5,Yes,26,46,3,0,Placed
Female,CBSE,35.0,State,35.0,Information Technology,3.0,No,No,No,No,4,Yes,18,23,4,2,Not Placed
Female,CBSE,62.9,CBSE,82.0,Information Technology,8.75,Yes,Yes,No,Yes,3,No,55,69,1,4,Placed
Male,State,74.1,CBSE,69.9,Computer Science,7.88,Yes,Yes,No,Yes,3,Yes,60,56,2,0,Placed
Male,State,60.2,State,75.1,Information Technology,8.44,Yes,No,No,Yes,5,Yes,51,72,3,0,Placed
Male,ICSE,61.2,State,40.1,Information Technology,6.37,Yes,Yes,No,Yes,1,Yes,39,45,1,3,Placed
Female,Other,35.0,ICSE,35.0,Mechanical,4.54,Yes,Yes,Yes,Yes,3,Yes,22,32,0,1,Not Placed
Female,State,38.4,ICSE,35.0,Computer Science,5.0,Yes,Yes,No,Yes,5,Yes,22,37,2,1,Placed
Male,CBSE,87.9,State,85.0,Electronics,8.61,Yes,Yes,No,No,3,Yes,71,67,4,2,Placed
Male,CBSE,73.1,State,88.5,Computer Science,8.43,No,Yes,No,Yes,4,No,76,77,2,0,Placed
Female,CBSE,63.7,ICSE,45.3,Computer Science,6.52,Yes,Yes,Yes,Yes,3,No,64,54,2,1,Placed
Male,State,51.5,State,37.8,Information Technology,6.52,No,Yes,No,Yes,3,Yes,44,17,0,0,Placed
Male,State,76.2,Other,68.9,Other,7.5,No,No,Yes,Yes,4,Yes,68,85,2,1,Placed
Female,ICSE,54.5,ICSE,35.0,Information Technology,3.0,No,No,Yes,Yes,4,Yes,24,24,0,0,Not Placed
Female,State,59.8,CBSE,46.1,Mechanical,6.25,Yes,Yes,Yes,Yes,3,Yes,28,53,4,2,Placed
Female,Other,89.7,CBSE,81.7,Computer Science,9.53,No,Yes,Yes,Yes,4,Yes,64,86,3,0,Placed
Female,State,58.3,State,35.0,Computer Science,4.37,Yes,Yes,Yes,Yes,2,Yes,15,36,5,2,Placed
Female,ICSE,67.1,State,65.1,Computer Science,6.72,Yes,Yes,No,No,3,Yes,62,71,0,1,Placed
Male,CBSE,70.6,State,43.3,Information Technology,7.1,Yes,No,Yes,Yes,4,Yes,75,66,1,2,Placed
Female,ICSE,47.9,ICSE,48.1,Computer Science,4.53,Yes,Yes,No,Yes,4,Yes,39,40,1,3,Placed
Male,State,35.0,CBSE,35.0,Computer Science,4.52,No,Yes,No,Yes,5,Yes,8,17,1,1,Placed
Female,CBSE,40.4,CBSE,35.0,Civil,4.3,Yes,No,Yes,No,3,No,28,36,1,2,Not Placed
Male,CBSE,46.4,CBSE,64.7,Computer Science,6.51,Yes,Yes,No,Yes,3,Yes,45,58,5,2,Placed
Female,Other,35.0,State,37.5,Electronics,3.5,Yes,Yes,No,No,2,Yes,32,30,3,2,Not Placed
Male,CBSE,63.2,State,41.0,Information Technology,6.43,Yes,No,Yes,Yes,4,Yes,25,56,2,1,Placed
Male,State,59.3,CBSE,56.7,Electronics,6.65,Yes,Yes,No,Yes,3,Yes,44,51,2,4,Placed
Male,CBSE,79.3,State,67.0,Electronics,8.8,Yes,Yes,No,Yes,3,Yes,74,73,2,0,Placed
Male,State,35.0,CBSE,35.0,Information Technology,3.84,Yes,Yes,No,Yes,2,No,0,0,2,1,Not Placed
Female,ICSE,96.5,CBSE,55.1,Computer Science,7.21,No,Yes,Yes,Yes,5,No,78,83,2,3,Placed
Female,CBSE,89.9,State,93.5,Civil,9.21,Yes,Yes,Yes,Yes,4,Yes,71,68,3,1,Placed
Male,State,73.3,CBSE,44.4,Electrical,5.96,Yes,Yes,Yes,Yes,3,Yes,66,44,4,1,Placed
Male,Other,40.9,State,48.7,Computer Science,3.0,No,Yes,No,Yes,3,Yes,24,51,3,0,Not Placed
Male,ICSE,52.4,ICSE,35.0,Computer Science,5.77,Yes,No,No,No,4,Yes,37,40,0,3,Placed
Male,ICSE,65.8,ICSE,57.6,Electrical,5.57,Yes,No,Yes,No,5,No,51,42,1,3,Placed
Male,State,66.4,CBSE,51.2,Information Technology,6.43,Yes,Yes,Yes,No,4,Yes,51,39,2,4,Placed
Female,CBSE,57.5,State,48.8,Electronics,5.51,Yes,Yes,No,Yes,3,Yes,31,50,0,0,Placed
Male,CBSE,62.0,State,77.3,Information Technology,6.86,Yes,Yes,No,Yes,5,Yes,44,59,1,0,Placed
Male,State,58.8,ICSE,35.0,Computer Science,6.36,Yes,Yes,No,Yes,3,Yes,24,40,4,1,Placed
Male,CBSE,52.9,ICSE,61.9,Electronics,8.27,No,Yes,Yes,Yes,3,Yes,40,29,0,0,Placed
Male,CBSE,39.8,CBSE,49.7,Electronics,4.93,Yes,Yes,Yes,Yes,4,Yes,10,53,0,2,Placed
Male,CBSE,63.3,CBSE,85.3,Computer Science,4.16,No,Yes,No,No,3,Yes,66,36,3,3,Placed
Female,State,63.6,State,35.0,Information Technology,4.44,Yes,Yes,No,Yes,5,Yes,33,32,0,0,Placed
Male,ICSE,79.3,State,74.1,Electrical,10.0,Yes,No,No,Yes,2,Yes,90,81,3,0,Placed
Male,CBSE,73.9,CBSE,84.1,Electronics,8.31,Yes,Yes,Yes,No,3,No,64,65,0,5,Placed
Male,State,76.1,CBSE,57.1,Computer Science,5.92,Yes,Yes,Yes,Yes,2,No,62,69,1,1,Placed
Male,Other,83.5,State,66.5,Electronics,8.05,Yes,Yes,No,Yes,5,Yes,81,78,2,0,Placed
Male,CBSE,75.7,CBSE,75.0,Civil,7.17,No,No,No,Yes,2,Yes,72,65,2,2,Placed
Female,State,67.1,CBSE,50.2,Electrical,5.5,Yes,No,No,No,1,Yes,48,72,4,2,Placed
Female,Other,35.0,CBSE,35.0,Mechanical,3.16,No,Yes,No,Yes,1,No,27,10,0,2,Not Placed
Female,Other,53.7,CBSE,55.0,Computer Science,5.41,Yes,Yes,Yes,No,3,Yes,32,53,2,1,Placed
Male,CBSE,51.7,State,49.6,Civil,5.96,No,Yes,No,No,3,Yes,43,17,3,2,Placed
Male,CBSE,35.0,CBSE,35.0,Mechanical,3.38,Yes,Yes,Yes,Yes,1,Yes,23,31,2,1,Not Placed
Female,CBSE,35.0,CBSE,35.0,Computer Science,3.47,No,Yes,No,Yes,2,No,1,40,4,2,Not Placed
Female,State,76.0,CBSE,47.5,Information Technology,6.59,No,No,No,Yes,2,Yes,33,44,1,4,Placed
Female,State,57.3,CBSE,64.5,Information Technology,5.75,No,Yes,Yes,Yes,4,No,48,68,2,4,Placed
Male,State,36.1,State,35.0,Mechanical,3.23,Yes,Yes,Yes,Yes,3,Yes,18,10,2,2,Not Placed
Male,CBSE,44.0,CBSE,35.0,Computer Science,3.21,No,Yes,Yes,Yes,3,Yes,27,52,0,2,Not Placed
Male,CBSE,72.5,State,53.9,Electronics,9.75,Yes,No,Yes,Yes,1,Yes,81,63,1,1,Placed
Female,State,46.4,CBSE,40.9,Electrical,4.36,Yes,Yes,No,Yes,5,Yes,44,22,0,1,Placed
Female,State,51.2,CBSE,47.2,Electrical,5.71,Yes,Yes,No,No,3,No,56,43,1,3,Placed
Male,State,65.0,CBSE,35.0,Electrical,5.32,Yes,No,Yes,Yes,4,Yes,48,42,3,2,Placed
Male,State,70.1,CBSE,44.3,Other,5.05,Yes,Yes,No,Yes,4,Yes,54,53,2,1,Placed
Female,CBSE,35.0,State,35.0,Computer Science,5.44,Yes,No,No,Yes,5,Yes,30,29,2,2,Placed
Male,CBSE,73.6,State,49.5,Mechanical,7.25,Yes,Yes,Yes,Yes,4,Yes,52,50,2,0,Placed
Male,CBSE,59.6,ICSE,50.3,Information Technology,6.42,Yes,Yes,Yes,Yes,3,Yes,50,51,1,3,Placed
Male,CBSE,51.8,CBSE,49.6,Electrical,6.72,Yes,Yes,Yes,Yes,2,No,57,50,1,1,Not Placed
Female,CBSE,67.4,CBSE,35.0,Computer Science,5.14,Yes,Yes,No,No,1,Yes,47,43,1,1,Placed
Male,CBSE,66.0,CBSE,45.6,Other,5.73,Yes,Yes,Yes,No,5,Yes,46,56,2,0,Placed
Male,CBSE,72.3,ICSE,97.2,Mechanical,8.64,No,No,Yes,Yes,3,Yes,88,87,2,2,Placed
Female,CBSE,84.7,CBSE,95.4,Electrical,9.87,Yes,No,Yes,Yes,4,Yes,82,86,1,4,Placed
Male,State,46.6,State,47.0,Computer Science,5.57,Yes,Yes,No,Yes,3,No,50,33,0,1,Placed
Male,CBSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,No,No,Yes,5,No,0,1,1,1,Not Placed
Male,State,66.3,CBSE,71.0,Civil,7.47,No,Yes,Yes,No,4,Yes,91,57,1,1,Placed
Male,State,59.8,Other,40.1,Computer Science,7.16,Yes,Yes,Yes,Yes,2,No,68,46,1,1,Placed
Female,State,61.7,State,68.1,Electrical,6.82,Yes,Yes,No,No,4,Yes,53,45,1,2,Placed
Male,Other,62.7,ICSE,41.7,Computer Science,8.05,No,No,No,Yes,3,Yes,66,61,3,0,Placed
Male,CBSE,56.1,State,38.2,Mechanical,7.04,Yes,Yes,Yes,Yes,4,No,45,49,1,3,Placed
Female,State,62.8,State,73.3,Information Technology,8.67,Yes,Yes,Yes,No,5,No,74,66,2,1,Placed
Female,Other,86.4,CBSE,82.5,Mechanical,9.28,Yes,Yes,No,Yes,5,Yes,89,75,2,2,Placed
Female,ICSE,39.1,State,35.0,Civil,4.0,Yes,Yes,No,Yes,2,Yes,8,12,2,3,Not Placed
Male,CBSE,37.8,CBSE,57.0,Information Technology,4.6,Yes,No,Yes,Yes,1,Yes,23,44,3,1,Not Placed
Male,CBSE,51.2,State,51.3,Computer Science,6.93,Yes,No,No,No,4,No,52,56,0,2,Placed
Female,CBSE,64.0,State,42.8,Computer Science,5.83,No,Yes,No,Yes,4,Yes,43,36,3,2,Placed
Male,State,49.0,ICSE,35.0,Electronics,5.92,Yes,Yes,No,Yes,2,No,14,35,2,0,Not Placed
Female,State,43.3,State,69.8,Electronics,7.93,No,No,No,No,4,No,65,60,1,4,Placed
Female,CBSE,77.3,State,68.2,Civil,5.84,No,Yes,Yes,No,1,Yes,69,67,1,1,Not Placed
Female,State,77.0,CBSE,86.6,Electronics,9.8,Yes,Yes,Yes,Yes,4,Yes,79,78,0,0,Placed
Male,State,61.2,CBSE,35.0,Information Technology,7.74,No,Yes,Yes,Yes,4,Yes,58,61,1,5,Placed
Male,State,54.7,CBSE,39.6,Information Technology,3.0,Yes,Yes,Yes,Yes,4,Yes,55,11,1,2,Placed
Female,ICSE,51.1,State,42.0,Computer Science,5.93,Yes,No,No,Yes,1,No,54,34,3,2,Placed
Male,ICSE,53.7,Other,35.0,Information Technology,5.21,Yes,Yes,No,Yes,5,Yes,33,38,2,3,Placed
Male,CBSE,69.1,CBSE,58.1,Other,7.35,No,Yes,No,Yes,3,Yes,57,63,0,1,Placed
Female,State,66.8,CBSE,69.9,Electrical,6.7,Yes,Yes,Yes,Yes,3,Yes,67,31,0,1,Placed
Female,CBSE,80.8,State,100.0,Information Technology,9.24,Yes,Yes,No,No,2,Yes,99,85,2,0,Placed
Male,State,46.3,ICSE,45.9,Electronics,5.96,No,Yes,No,Yes,2,Yes,18,33,2,2,Placed
Male,Other,62.1,State,48.2,Electrical,6.43,Yes,No,No,No,3,Yes,47,59,1,1,Placed
Male,ICSE,92.7,CBSE,73.8,Information Technology,10.0,Yes,Yes,Yes,Yes,4,Yes,71,91,0,1,Placed
Female,CBSE,47.7,Other,52.5,Computer Science,5.88,Yes,No,Yes,Yes,4,Yes,41,52,2,1,Placed
Female,CBSE,83.4,ICSE,40.9,Computer Science,5.56,Yes,No,No,Yes,4,Yes,37,36,0,2,Placed
Male,CBSE,35.0,CBSE,42.6,Electronics,4.12,Yes,Yes,Yes,No,5,Yes,45,20,3,2,Placed
Male,State,66.2,Other,55.4,Other,5.77,Yes,No,Yes,Yes,5,Yes,62,48,2,1,Placed
Female,CBSE,53.2,State,40.0,Civil,4.22,Yes,Yes,No,Yes,3,Yes,26,45,3,1,Placed
Male,State,78.2,CBSE,48.7,Computer Science,9.82,Yes,No,No,No,3,No,51,69,5,0,Placed
Female,CBSE,51.1,State,48.6,Computer Science,6.66,Yes,Yes,No,No,4,No,38,49,1,1,Placed
Female,CBSE,55.3,ICSE,35.0,Civil,4.38,Yes,Yes,Yes,No,4,Yes,32,40,1,2,Not Placed
Male,CBSE,47.8,State,57.1,Electrical,8.1,Yes,No,No,Yes,1,Yes,72,57,1,1,Placed
Female,Other,51.3,CBSE,64.4,Mechanical,6.7,No,Yes,No,No,4,Yes,48,61,0,0,Placed
Male,State,83.4,Other,80.8,Mechanical,6.44,Yes,Yes,No,No,4,No,33,81,1,1,Placed
Male,CBSE,35.0,CBSE,35.0,Computer Science,5.54,Yes,No,Yes,No,5,Yes,30,22,1,4,Placed
Female,CBSE,77.4,State,49.6,Electrical,5.57,Yes,Yes,Yes,Yes,4,Yes,28,37,0,0,Placed
Male,State,53.4,State,82.1,Electrical,8.93,No,No,No,Yes,4,No,35,61,3,0,Placed
Others,CBSE,36.5,CBSE,36.6,Computer Science,5.65,Yes,No,No,No,4,Yes,49,54,0,2,Placed
Female,State,35.0,CBSE,35.0,Civil,3.63,Yes,Yes,Yes,Yes,2,Yes,6,27,2,4,Not Placed
Male,ICSE,58.4,ICSE,58.2,Computer Science,5.67,No,No,Yes,Yes,4,No,47,31,0,0,Not Placed
Male,State,74.3,State,75.9,Computer Science,10.0,No,Yes,Yes,Yes,3,Yes,71,81,0,1,Placed
Male,State,69.8,State,62.3,Computer Science,8.74,Yes,No,Yes,Yes,2,Yes,58,75,5,0,Placed
Male,State,61.7,State,44.7,Computer Science,5.16,Yes,Yes,Yes,Yes,4,Yes,39,47,0,0,Placed
Male,Other,47.7,State,35.0,Information Technology,3.01,Yes,Yes,No,Yes,2,No,13,33,2,1,Not Placed
Male,Other,43.3,State,45.9,Information Technology,4.61,Yes,Yes,No,Yes,3,Yes,37,32,2,1,Placed
Male,State,35.0,CBSE,48.4,Electronics,5.1,Yes,Yes,No,Yes,3,Yes,31,47,1,1,Placed
Female,CBSE,41.2,CBSE,51.7,Information Technology,6.15,Yes,Yes,Yes,Yes,2,Yes,48,47,0,0,Placed
Female,State,55.6,ICSE,55.1,Computer Science,6.33,Yes,Yes,No,Yes,2,Yes,35,32,1,2,Placed
Female,CBSE,48.4,State,38.5,Computer Science,3.98,No,Yes,No,Yes,3,Yes,19,23,3,1,Placed
Male,State,75.0,CBSE,62.8,Mechanical,9.01,Yes,Yes,No,Yes,3,Yes,77,73,3,2,Placed
Male,State,56.7,Other,49.8,Information Technology,7.07,No,Yes,Yes,No,2,Yes,42,44,2,2,Placed
Female,CBSE,54.6,ICSE,56.4,Computer Science,6.83,Yes,Yes,No,Yes,3,Yes,40,68,1,2,Placed
Male,CBSE,35.0,CBSE,35.0,Electrical,3.01,Yes,Yes,No,Yes,4,Yes,6,24,1,4,Placed
Male,State,36.8,Other,35.0,Civil,3.0,Yes,Yes,No,Yes,5,No,0,15,2,0,Not Placed
Female,ICSE,35.0,State,35.0,Electrical,3.0,No,Yes,No,No,3,Yes,12,32,3,4,Not Placed
Female,State,45.8,CBSE,35.0,Electronics,6.42,No,Yes,Yes,Yes,3,Yes,44,25,2,0,Not Placed
Female,State,55.4,CBSE,52.4,Computer Science,6.95,No,Yes,Yes,Yes,4,No,49,66,1,3,Placed
Male,CBSE,35.0,State,46.6,Civil,3.0,Yes,Yes,No,Yes,2,No,0,14,2,2,Not Placed
Female,State,71.6,ICSE,62.8,Computer Science,9.76,Yes,Yes,No,No,5,Yes,85,63,0,2,Placed
Female,State,61.8,CBSE,48.7,Information Technology,4.35,No,Yes,Yes,Yes,4,Yes,54,41,5,2,Placed
Female,State,82.9,CBSE,62.6,Computer Science,8.2,Yes,Yes,No,No,2,Yes,64,69,4,2,Placed
Female,CBSE,54.1,CBSE,35.0,Electrical,4.9,Yes,Yes,No,Yes,3,Yes,39,27,4,1,Placed
Female,State,63.9,State,48.9,Computer Science,7.06,Yes,No,No,No,4,Yes,66,55,0,0,Placed
Male,CBSE,38.9,CBSE,49.0,Electrical,6.72,Yes,Yes,Yes,No,3,Yes,57,41,2,1,Placed
Male,CBSE,66.9,CBSE,55.2,Electrical,7.71,Yes,No,Yes,Yes,3,Yes,65,76,2,1,Placed
Female,Other,37.0,State,59.4,Information Technology,6.52,Yes,No,No,No,4,Yes,38,29,1,0,Placed
Female,CBSE,51.2,ICSE,59.2,Civil,7.04,No,Yes,Yes,Yes,3,Yes,42,42,3,1,Placed
Female,CBSE,80.1,State,56.4,Mechanical,9.34,No,Yes,Yes,Yes,4,Yes,50,57,2,3,Placed
Male,State,45.5,CBSE,50.0,Electrical,3.91,Yes,Yes,Yes,Yes,5,Yes,31,27,2,1,Placed
Male,ICSE,65.1,State,42.9,Information Technology,6.38,Yes,Yes,No,Yes,2,No,50,43,0,4,Placed
Female,CBSE,35.0,CBSE,35.0,Electrical,3.0,Yes,Yes,No,Yes,2,Yes,4,27,5,1,Placed
Female,State,75.2,Other,61.9,Information Technology,7.72,No,Yes,No,No,5,Yes,58,52,2,0,Placed
Female,ICSE,85.1,ICSE,100.0,Other,9.69,No,No,Yes,Yes,2,Yes,100,81,4,1,Placed
Female,CBSE,44.4,CBSE,35.0,Information Technology,3.33,Yes,Yes,No,Yes,1,Yes,40,10,0,0,Not Placed
Female,CBSE,56.8,CBSE,35.0,Information Technology,5.25,No,No,No,Yes,5,Yes,30,39,2,2,Placed
Female,CBSE,68.3,State,73.8,Electrical,7.39,Yes,No,No,Yes,3,No,66,68,2,0,Placed
Female,ICSE,57.7,State,43.3,Electrical,6.05,Yes,Yes,No,Yes,3,No,46,53,0,1,Placed
Female,CBSE,57.7,State,60.5,Electronics,4.71,No,Yes,No,Yes,2,Yes,56,58,0,3,Placed
Female,CBSE,64.1,ICSE,35.0,Computer Science,3.38,Yes,No,No,Yes,5,Yes,58,28,2,1,Placed
Male,State,50.0,ICSE,45.2,Information Technology,5.19,Yes,Yes,No,Yes,4,Yes,63,31,2,1,Placed
Male,State,53.5,State,70.0,Other,3.61,Yes,Yes,No,No,4,Yes,52,52,3,0,Placed
Female,State,53.3,ICSE,36.8,Civil,5.93,No,No,No,Yes,3,Yes,46,46,2,2,Placed
Male,State,42.8,ICSE,43.6,Electrical,3.34,No,Yes,No,Yes,2,Yes,17,23,0,1,Not Placed
Male,CBSE,60.9,ICSE,57.6,Computer Science,6.3,No,Yes,Yes,Yes,5,Yes,74,50,4,5,Placed
Male,State,79.7,Other,58.1,Information Technology,8.6,Yes,Yes,No,Yes,4,Yes,67,85,0,0,Placed
Male,State,36.1,CBSE,50.4,Mechanical,6.42,Yes,Yes,No,No,3,Yes,46,31,2,0,Placed
Male,Other,35.0,CBSE,35.0,Electrical,4.2,Yes,Yes,Yes,Yes,5,Yes,17,21,1,1,Not Placed
Male,CBSE,50.5,ICSE,49.1,Computer Science,4.49,No,Yes,No,Yes,5,Yes,26,41,0,0,Placed
Female,ICSE,56.0,ICSE,42.9,Electrical,4.34,No,Yes,Yes,Yes,4,No,51,22,3,1,Not Placed
Male,State,35.0,Other,35.0,Electronics,4.55,Yes,Yes,No,Yes,5,Yes,0,23,2,1,Placed
Male,CBSE,51.5,CBSE,53.6,Computer Science,5.72,Yes,No,Yes,Yes,2,No,22,43,0,0,Not Placed
Male,State,35.0,State,41.9,Information Technology,4.54,Yes,Yes,No,Yes,4,Yes,39,32,1,4,Placed
Female,CBSE,59.2,CBSE,49.3,Computer Science,5.87,Yes,No,No,Yes,2,No,29,40,2,1,Placed
Male,Other,63.4,State,35.0,Electronics,5.87,Yes,Yes,No,Yes,4,Yes,53,51,2,0,Placed
Female,ICSE,36.1,CBSE,41.1,Computer Science,3.83,No,Yes,No,No,5,Yes,14,8,0,0,Not Placed
Female,CBSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,3,No,17,15,1,1,Not Placed
Female,CBSE,65.1,CBSE,70.5,Electrical,5.03,No,Yes,No,Yes,4,Yes,55,59,0,3,Placed
Male,CBSE,35.0,State,35.0,Computer Science,3.12,Yes,No,No,Yes,2,Yes,17,4,1,0,Not Placed
Female,CBSE,52.8,CBSE,35.0,Computer Science,4.4,Yes,Yes,Yes,Yes,4,No,37,19,0,2,Not Placed
Male,CBSE,35.0,CBSE,35.0,Information Technology,3.0,No,Yes,No,Yes,1,Yes,28,13,1,4,Not Placed
Female,CBSE,52.4,CBSE,35.0,Electronics,4.15,Yes,No,No,No,1,No,50,22,3,1,Not Placed
Female,State,71.2,CBSE,70.3,Civil,6.05,Yes,Yes,No,Yes,4,Yes,52,43,0,2,Placed
Male,CBSE,63.4,Other,43.8,Information Technology,7.15,No,No,Yes,Yes,3,No,56,35,0,2,Not Placed
